NOMBRE CIENTÍFICO;NOMBRE COMÚN;REINO;"ENDÉMICA
respecto de Chile
 
-- = No presente en Chile

? = dudoso";"DISTRIBUCIÓN REGIONES:
ANT= ANTARTICA
DV= DESVENTURADAS
IP= ISLA DE PASCUA
JF= Arch. JUAN FERNÁNDEZ
SG= SALAS Y GOMEZ
? = Sin datos o de presencia dudosa o requiere confirmación";Arica y Parinacota;Tarapacá;Antofagasta;Atacama;Coquimbo;Valparaíso continental;Metropolitana;O'higgins;Maule;Ñuble;Bío-Bío;Araucanía;De Los Ríos;De Los Lagos;Aysén;Magallanes continental e insular;Antártica;Isla Pascua;Salas y Gómez;Juan Fernandez;Desventuradas;"CATEGORÍA VIGENTE:
CR = En peligro crítico
DD = Datos insuficientes
EN = En Peligro
EW= Extinta en estado silvestre
EX = Extinta
LC = Preocupación menor
NT = Casi amenazada
R  = Rara
VU = Vulnerable";"ID
Inven
tario
Na
cio
nal";
Abrocoma bennetti;ratón chinchilla común, ratón chinchilla de Bennett, bori;Animalia;SI;III-VIII;0;0;0;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;LC;2814;
Abrocoma cinerea;ratón chinchilla de cola corta, ratón chinchilla cenicienta;Animalia;NO;XV-II;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;LC;766;
Abrothrix longipilis;ratón lanudo común, ratón de pelo largo;Animalia;NO;IV-XII;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;LC;773;
Acaena masafuerana; ;Plantae;SI;JF;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;CR;1071;
Acalodegma vidali;;Animalia;SI;III;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;EN;8249;
Acanthinodera cumingii;madre de la culebra, matabuey, matacaballo, llico, jotezón del monte;Animalia;SI;IV-IX;0;0;0;0;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;LC;8250;
Acanthococcus ventrispinus;cochinilla de fieltro (genérico);Animalia;No;X;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;DD;;
Acanthogonatus hualpen;Araña (genérico);Animalia;SI;VIII;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;CR;;
Acanthogonatus pissii;Araña cebra dorada;Animalia;Si;IV-VIII;0;0;0;0;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;LC;;
Acarospora altoandina;liquen;Fungi;NO;III-RM;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;DD;;
Acarospora bullata;liquen;Fungi;NO;III?-IV?, V-VI, VII?-IX?;0;0;0;sd;sd;1;1;1;sd;sd;sd;sd;0;0;0;0;0;0;0;0;0;LC;;
Acarospora lorentzii;liquen;Fungi;NO;IV?-V?, RM, VI?-VII?;0;0;0;0;sd;sd;1;sd;sd;0;0;0;0;0;0;0;0;0;0;0;0;LC;;
Acarospora rhabarbarina;liquen;Fungi;NO;II-VIII;0;0;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;DD;;
Acarospora schleicheri;liquen (genérico);Fungi;NO;Especie no presente en Chile;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;taxón sin registros de presencia en Chile;;
Accipiter chilensis;peuquito, gavilán chileno;Animalia;NO;IV-XII;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;LC;696;
Aconaemys porteri;tunduco de Porter;Animalia;NO;IX-XIV;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;NT;768;
Adesmia argyrophylla;;Plantae;SI;III-IV;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;VU;2810;
Adesmia balsamica;paramela del Puangue, jarilla;Plantae;SI;V;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;VU;341;
Adesmia bijuga;;Plantae;SI;VII;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;CR;2807;
Adesmia boronioides;paramela;Plantae;NO;XI-XII;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;LC;2968;
Adesmia godoyae; ;Plantae;SI;III;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;VU;964;
Adesmia micrantha;;Plantae;SI;III;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;VU;2811;
Adesmia odontophylla;;Plantae;SI;III;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;EX;2812;
Adesmia pinifolia;leña amarilla;Plantae;NO;RM;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;VU;;
Adesmia resinosa;paramela de Til-Til;Plantae;SI;V-RM;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;EN;343;
Adesmia volckmannii;mata espinosa, mamuel choique (Mapudungún);Plantae;NO;RM, VII-XII;0;0;0;0;0;0;1;0;1;1;1;1;1;1;1;1;0;0;0;0;0;LC;;
Adiantum chilense;palito negro, doradilla;Plantae;NO;IV-XII, JF;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;1;0;"NT (JF); LC (Chile continental)";344;
Adiantum excisum;helecho de palito negro;Plantae;SI;IV-IX;0;0;0;0;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;LC;2667;
Adiantum gertrudis;palito negro;Plantae;SI;IV-RM;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;VU;345;
Adiantum pearcei;palito negro;Plantae;SI;IV-RM;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;CR;346;
Adiantum scabrum;palito negro;Plantae;SI;V-XIV;0;0;0;0;0;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;LC;2669;
Adiantum sulphureum;helecho ;Plantae;NO;IV-XI;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;LC;2670;
Adiantum viscosum;palito negro pegajoso;Plantae;SI;V;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;CR;;
Aegla abtao;pancora;Animalia;NO;IX-X;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;LC;622;
Aegla affinis;pancora;Animalia;NO;VII;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;CR;2846;
Aegla alacalufi;pancora;Animalia;SI;X-XII;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;LC;621;
Aegla araucaniensis;pancora;Animalia;SI;XIV-X;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;LC;624;
Aegla bahamondei;pancora;Animalia;SI;VIII;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;EN;625;
Aegla cholchol;pancora;Animalia;SI;IX;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;VU;2848;
Aegla concepcionensis;pancora;Animalia;SI;VIII;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;EN;626;
Aegla denticulata;pancora;Animalia;SI;IX-X;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;"CR [Aegla denticulata lacustris](X); LC [Aegla denticulata denticulata] (Resto Distribución)";627;
Aegla expansa;pancora;Animalia;SI;VIII;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;EN;629;
Aegla hueicollensis;pancora;Animalia;SI;XIV;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;NT;2849;
Aegla laevis;pancora;Animalia;SI;V-VIII;0;0;0;0;0;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;EN;630;
Aegla manni;pancora;Animalia;SI;XIV-X;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;VU;632;
Aegla neuquensis;pancora;Animalia;NO;XI;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;LC;634;
Aegla occidentalis;pancora;Animalia;SI;VIII;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;EN;2847;
Aegla papudo;pancora;Animalia;SI;IV-RM;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;EN;635;
Aegla papudo ;piñacha, pancora, pancora de Papudo;Animalia;SI;IV-RM;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;CR;;
Aegla pewenchae;pancora;Animalia;SI;VI-IX;0;0;0;0;0;0;0;1;1;1;1;1;0;0;0;0;0;0;0;0;0;LC;636;
Aegla rostrata;pancora;Animalia;SI;IX-XIV;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;LC;637;
Aegla spectabilis;pancora;Animalia;SI;IX;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;VU;638;
Aextoxicon punctatum;olivillo, teque, tique, palo muerto, aceitunillo;Plantae;NO;IV-X;0;0;0;0;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;"VU (XV-V-RM ); LC (VI-XII)
";2753;
Agriornis albicauda;mero de la puna;Animalia;NO;XV-II;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;VU;;
Agrostis masafuerana; ;Plantae;SI;JF;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;CR;1072;
Airampoa ayrampo;;Plantae;NO;XV-II;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;LC;556;
Allograpta robinsoniana;mosca florícola de Juan Fernández;Animalia;SI;JF;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;EN;8253;
Alopias superciliosus;pejezorro ojón;Animalia;NO;XV-IV;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;VU;;
Alopias vulpinus;pejezorro común;Animalia;NO;XV-IV;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;VU;;
Alsodes australis;sapo espinudo austral;Animalia;NO;XI-XII;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;NT;644;
Alsodes barrioi;sapo de Barros;Animalia;SI;VIII-IX;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;EN-R;34;
Alsodes cantillanensis;sapo;Animalia;SI;RM;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;EN;5691;
Alsodes gargola;rana de pecho espinoso del Catedral;Animalia;NO;X;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;EN;5392;
Alsodes hugoi;sapo de Hugo;Animalia;SI;VII;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;VU;645;
Alsodes igneus;rana de pecho espinoso de Tolhuaca;Animalia;SI;IX;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;VU;2747;
Alsodes kaweshkari;sapo kawaskar;Animalia;SI;XI-XII;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;DD;646;
Alsodes laevis;sapo de pecho espinoso de Potrero;Animalia;SI;RM;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;CR;58;
Alsodes montanus;sapo de monte;Animalia;SI;RM-VI;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;EN-R;35;
Alsodes monticola;sapo;Animalia;SI;XI;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;NT;2813;
Alsodes nodosus;sapo arriero;Animalia;SI;IV-VI ;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;NT;36;
Alsodes norae;rana de pecho espinoso de Oncol;Animalia;SI;XIV;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;CR;2820;
Alsodes pehuenche;sapo de pecho espinoso;Animalia;NO;VII;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;CR;5393;
Alsodes tumultuosus;sapo;Animalia;SI;RM-VI;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;EN-R;37;
Alsodes valdiviensis;rana de pecho espinoso de Cordillera Pelada;Animalia;SI;XIV;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;EN;3034;
Alsodes vanzolinii;sapo de Vanzolini;Animalia;SI;VII;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;EN-R;38;
Alsodes verrucosus;sapo de pecho espinoso de verrugas;Animalia;NO;IX-X;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;EN;39;
Alsodes vittatus;sapo de pecho espinoso de Malleco;Animalia;SI;VIII;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;CR;40;
Alstroemeria achirae; ;Plantae;SI;VII;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;CR;1073;
Alstroemeria andina;lirio del campo, alstroemeria;Plantae;NO;III-IV;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;LC;347;
Alstroemeria citrina;Alstroemeria (genérico), lirio de campo (genérico);Plantae;Si;IV-V;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;EN;;
Alstroemeria diluta;lirio del campo, alstroemeria;Plantae;SI;III-VII [A. d. chrysanta III-RM] [A. d. diluta VI-VII] ;0;0;0;1;1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;"EN [Alstroemeria diluta var. diluta] (VI-VII); LC [Alstroemeria diluta var. chrysanta]
";348;
Alstroemeria garaventae;alstroemeria;Plantae;SI;V-RM;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;EN;349;
Alstroemeria graminea;;Plantae;SI;II-III;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;VU;1823;
Alstroemeria hookeri;alstroemeria, lirio costero;Plantae;SI;IV-V, VII-VIII;0;0;0;0;1;1;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;LC;350;
Alstroemeria kingii; ;Plantae;SI;III;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NT;1074;
Alstroemeria lutea; ;Plantae;SI;I;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;EN;1075;
Alstroemeria magna;alstroemeria;Plantae;SI;IV?-V?;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;DD;352;
Alstroemeria magnifica;alstroemeria, lirio del campo, lirio morado de La Serena,mariposa del campo, peregrina ;Plantae;SI;IV-V [A. m. var. Sierrae, A. m. var. Tofoensis IV] [Alstroemeria magnifica subsp. magnifica, A. m. subsp. magenta IV-V];0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"VU [Alstroemeria magnifica subsp. magnifica; A. m. var. sierrae; A. m. var. tofoensis]; LC [A. m. subsp. magenta]";351;
Alstroemeria marticorenae;Alstroemeria (genérico), lirio de campo (genérico);Plantae;Si;V;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;EN;;
Alstroemeria mollensis; ;Plantae;SI;IV;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;CR;1076;
Alstroemeria monantha;alstroemeria;Plantae;SI;V;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;VU;354;
Alstroemeria nidularis;alstroemeria;Plantae;SI;VII;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;DD;355;
Alstroemeria parvula;mariposita cordillerana;Plantae;SI;V-RM;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;VU;;
Alstroemeria pelegrina;alstroemeria de Los Molles;Plantae;SI;IV-V;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;VU;356;
Alstroemeria philippii;alstroemeria;Plantae;SI;III-IV;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NT;357;
Alstroemeria piperata;Alstroemeria (genérico), lirio de campo (genérico);Plantae;Si;V-RM?;0;0;0;0;0;1;sd;0;0;0;0;0;0;0;0;0;0;0;0;0;0;CR;;
Alstroemeria polyphylla;alstroemeria;Plantae;SI;III;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;VU;358;
Alstroemeria presliana;alstroemeria;Plantae;NO;VII-VIII;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;LC;359;
Alstroemeria pseudospathulata;alstroemeria;Plantae;NO;VII;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;VU;;
Alstroemeria pulchra;alstroemeria;Plantae;SI;IV-IX [A. p. subsp. pulchra, A. p. var. maxima IV-VII] [Alstroemeria pulchra subsp. lavandulacea VIII-IX];0;0;0;0;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;"EN [Alstroemeria pulchra subsp. lavandulacea] (VIII-IX); LC [A. p. subsp. pulchra; A. p. var. maxima]";360;
Alstroemeria sabulosa;alstroemeria;Plantae;SI;V;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;DD;361;
Alstroemeria schizanthoides;alstroemeria;Plantae;SI;III-IV;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NT;362;
Alstroemeria spathulata;lirio del campo, alcachofita;Plantae;Si;V, VI;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;NT;;
Alstroemeria traudliae;Alstroemeria (genérico), lirio de campo (genérico);Plantae;Si;Nombre científico No Válido;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"Nombre científico NO válido; sinonimia de Alstroemeria diluta var. chrysanta";;
Alstroemeria umbellata;alstroemeria;Plantae;SI;RM-VI;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;VU;364;
Alstroemeria venusta;alstroemeria;Plantae;SI;VIII;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;DD;365;
Alstroemeria werdermannii;lirio de campo;Plantae;SI;III-IV;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;VU;366;
Alstroemeria zoellneri;lirio de campo;Plantae;SI;V-RM;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;VU;367;
Alyma quiriquinaensis;típula pintada;Animalia;SI;VIII;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;EN;8223;
Amanita gayana;hongo;Fungi;SI;VII-XVI?, VIII-X, XI?;0;0;0;0;0;0;0;0;sd;sd;1;1;1;1;sd;0;0;0;0;0;0;NT;2793;
Amanita merxmuelleri;rau-rau, hongo;Fungi;?;VII-X, XI?, XII;0;0;0;0;0;0;0;0;1;1;1;1;1;1;sd;1;0;0;0;0;0;LC;2794;
Ambrosiella kuscheli;caracol;Animalia;SI;DV;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;CR;7446;
Americobdella valdiviana;liguay, sanguijuela gigante valdiviana;Animalia;Si;VIII-X;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;EN;;
Amorphochilus schnablii;"murciélago de Schnabel; murciélago ahumado; murciélago con orejas de embudo";Animalia;NO;XV-I;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;VU;8254;
Amphidoxa arctispira;caracol terrestre Amphidoxa;Animalia;SI;JF;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;EN;197;
Amphidoxa ceroides;caracol terrestre Amphidoxa;Animalia;SI;JF;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;EN;198;
Amphidoxa helicophantoides;caracol terrestre Amphidoxa;Animalia;SI;JF;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;EN;199;
Amphidoxa marmorella;caracol terrestre Amphidoxa;Animalia;SI;JF;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;EN;200;
Amphidoxa pusio;caracol terrestre Amphidoxa;Animalia;SI;JF;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;EN;201;
Amphidoxa quadrata;caracol terrestre Amphidoxa;Animalia;SI;JF;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;EN;202;
Amphidoxa selkirki;caracol terrestre Amphidoxa;Animalia;SI;JF;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;EN;203;
Amphidoxa tessellata;caracol terrestre Amphidoxa;Animalia;SI;JF;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;EN;204;
Anairetes fernandezianus;cachudito de Juan Fernández ;Animalia;SI;JF;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;EN-R;1;
Anairetes reguloides;cachudito de cresta blanca;Animalia;NO;XV;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;EN;;
Anaperochernes ambrosianus;seudoescorpión;Animalia;SI;DV;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;CR;;
Anarthrophyllum desideratum;mataguanaco;Plantae;NO;XII;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;LC;5360;
Anas bahamensis;pato gargantillo;Animalia;NO;XV-XII;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;LC;670;
Andiperla willinki;dragón de la Patagonia;Animalia;NO;XI-XII;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;EN;2755;
Anemone moorei;;Plantae;SI;VII;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;EN;1827;
Aneriophora aureorufa;falso moscardón, mosca florícola naranja;Animalia;SI;VIII-XI;0;0;0;0;0;0;0;0;0;sd;1;1;1;1;1;0;0;0;0;0;0;LC;8255;
Anous stolidus;gaviotín de San Félix;Animalia;NO;V, X, DV, IP, SG;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;1;1;0;1;VU;680;
Anthracophyllum discolor;hongo;Fungi;NO;IV-V, RM-VI?, VII-X, XI?;0;0;0;0;1;1;sd;sd;1;sd;1;1;1;1;sd;0;0;0;0;0;0;LC;2795;
Aphrastura masafuerae;rayadito de Más Afuera;Animalia;SI;JF;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;CR;2;
Aphyllocladus denticulatus;;Plantae;SI;I, III;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NT;1829;
Apium fernandezianum;;Plantae;SI;JF;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;EN;1077;
Aplochiton marinus;peladilla;Animalia;NO;IX-XII;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;0;0;0;0;0;EN;824;
Aplochiton taeniatus;peladilla;Animalia;NO;IX-XII;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;0;0;0;0;0;EN;825;
Aplochiton zebra;peladilla;Animalia;SI;VIII-XII;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;0;0;0;0;0;EN;818;
Aptenodytes forsteri;pingüino emperador;Animalia;NO;ANT;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;VU;;
Aptenodytes patagonicus;pingüino rey;Animalia;NO;XII;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;EN;;
Apterodorcus tristis;mancapollo, pica pollo, borracho, borrachito, buey;Animalia;SI;RM-VI;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;EN;2763;
Araucaria araucana;araucaria, pehuén, piñonero, pino piñonero, pino chileno, pino araucaria, pewen, guiliu;Plantae;NO;VIII-XIV;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;"EN (Cordillera de Nahuelbuta); VU (Cordillera de Los Andes)";240;
Archidasyphyllum excelsum anteriormente llamada Dasyphyllum excelsum;tayú, tayú del norte, tunilla, palo santo, bulli;Plantae;SI;V-VII;0;0;0;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;EN;245;
Arctocephalus australis;lobo fino austral;Animalia;NO;XV-III, XI-XII;1;1;1;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;NT;752;
Arctocephalus gazella;lobo fino antártico;Animalia;NO;IV, V, XII, ANT;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;LC;753;
Arctocephalus philippii;lobo fino de Juan Fernández;Animalia;SI;V, JF;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;VU;155;
Arctocephalus tropicalis;lobo fino subantártico;Animalia;NO;II, X, XII, JF;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;LC;754;
Ardea cocoi;garza cuca;Animalia;NO;I-XII;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;LC;689;
Ardenna creatopus;fardela blanca;Animalia;NO;XV-V, VI-X, JF, XI?-XII?;1;1;1;1;1;1;0;1;1;1;1;1;1;1;sd;sd;0;0;0;1;0;EN;53;
Ardenna grisea;fardela negra, yegua;Animalia;NO;XV-XII, ANT, JF;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;1;0;NT;4928;
Argemone crassifolia;cardo blanco;Plantae;SI;III;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;EX;1830;
Argylia bifrons; ;Plantae;SI;III;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;EN;1078;
Argyrochosma nivea;doradilla;Plantae;NO;XV-II;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;LC;541;
Arthropteris altescandens;;Plantae;SI;JF;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;VU;266;
Asio flammeus;nuco;Animalia;NO;XV, III-XII, JF;1;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;1;0;LC;732;
Asplenium dareoides;Filu-lahuén;Plantae;NO;IV-XIII, JF;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;1;0;"VU (JF); LC (Chile continental)";368;
Asplenium gilliesii;;Plantae;NO;I;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;CR;370;
Asplenium macrosorum;;Plantae;SI;JF;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;EN-R;267;
